#,Unnamed: 1,Zip Code,P. Type,Stat,Address,Current Price,BldgDes,Sub,Approx Liv Area,Beds Total,Baths Total,Garage,Pv Pool,Spa,Year Built,Actual Close Date,DOM,price_clean,sqft
1,2716309,89074,RES,S,1834 Escondido TER,"$450,000 ",2STORY,SFR,"2,088",4,3,3,N,N,1988,10/24/2025,39,450000.0,2088.0
1,2715797,89128,RES,S,7533 Drazel WAY,"$450,000 ",2STORY,SFR,"1,870",4,3,2,N,N,1992,11/5/2025,44,450000.0,1870.0
1,2714323,89117,RES,S,3372 Ceremony DR,"$450,000 ",2STORY,SFR,"2,230",4,3,2,N,N,1995,10/9/2025,10,450000.0,2230.0
1,2712883,89031,RES,S,5512 Colorado Breeze WAY,"$450,000 ",2STORY,SFR,"2,869",4,3,2,N,N,2005,10/30/2025,56,450000.0,2869.0
1,2712456,89178,RES,S,9651 Bouncing Ball ST,"$450,000 ",2STORY,SFR,"2,583",4,4,2,N,N,2010,11/12/2025,47,450000.0,2583.0
1,2711967,89074,RES,S,167 Wynntry CIR,"$450,000 ",2STORY,SFR,"2,074",4,3,2,N,N,1989,12/12/2025,90,450000.0,2074.0
1,2710124,89131,RES,S,7919 Horn Tail CT,"$450,000 ",2STORY,SFR,"1,901",4,3,2,N,N,2000,12/4/2025,82,450000.0,1901.0
1,2709450,89031,RES,S,6028 Stern Cove CT,"$450,000 ",2STORY,SFR,"2,325",4,3,2,N,N,2010,11/7/2025,63,450000.0,2325.0
1,2708449,89178,RES,S,10473 Raining Sky ST,"$450,000 ",2STORY,SFR,"1,995",4,3,2,N,N,2008,10/30/2025,60,450000.0,1995.0
1,2708366,89113,RES,S,8023 Villa Trovas CT,"$450,000 ",2STORY,SFR,"2,859",4,3,2,N,N,2003,12/17/2025,110,450000.0,2859.0
1,2704099,89081,RES,S,4204 Seclusion Bay AVE,"$450,000 ",2STORY,SFR,"2,560",4,3,2,N,N,2018,11/19/2025,86,450000.0,2560.0
1,2703612,89074,RES,S,228 Heaven Sent CT,"$450,000 ",2STORY,SFR,"1,738",4,3,3,N,N,1999,12/5/2025,102,450000.0,1738.0
1,2700861,89031,RES,S,4204 Autumndale AVE,"$450,000 ",1STORY,SFR,"2,179",4,2,2,N,N,2004,10/29/2025,62,450000.0,2179.0
1,2698473,89081,RES,S,5528 Oatfield ST,"$450,000 ",1STORY,SFR,"2,212",4,2,3,N,N,2012,12/2/2025,109,450000.0,2212.0
1,2698404,89130,RES,S,5104 Brookmere DR,"$450,000 ",1STORY,SFR,"2,008",4,3,2,N,N,1994,11/12/2025,95,450000.0,2008.0
1,2698045,89107,RES,S,824 Salem DR,"$450,000 ",1STORY,SFR,"1,658",4,2,0,N,N,1961,11/4/2025,94,450000.0,1658.0
1,2696703,89032,RES,S,4126 Jessica Marie ST,"$450,000 ",2STORY,SFR,"2,259",4,3,3,N,N,2002,11/25/2025,125,450000.0,2259.0
1,2696244,89183,RES,S,925 Scarlet Haze AVE,"$450,000 ",2STORY,SFR,"2,523",4,3,2,N,N,2002,11/20/2025,80,450000.0,2523.0
1,2724593,89115,RES,S,4405 San Gabriel Hill AVE,"$449,999 ",2STORY,SFR,"2,543",4,3,3,N,N,2006,11/10/2025,6,449999.0,2543.0
1,2705025,89143,RES,S,9060 Wolf Dancer AVE,"$449,999 ",1STORY,SFR,"1,474",4,3,2,N,N,2004,10/16/2025,55,449999.0,1474.0
1,2722234,89011,RES,S,508 Golden Cardinal AVE #1266,"$449,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,11/25/2025,46,449990.0,1802.0
1,2721326,89081,RES,S,6071 ORCHID FALLS ST #14,"$449,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/24/2025,1,449990.0,1865.0
1,2719018,89084,RES,S,7417 Madelyn Bay DR #Lot 66,"$449,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,10/21/2025,8,449990.0,1795.0
1,2722652,89178,RES,S,10267 Running Falls ST,"$449,900 ",2STORY,SFR,"1,995",4,3,2,N,N,2006,12/23/2025,72,449900.0,1995.0
1,2707686,89141,RES,S,6249 Desert Lavender AVE,"$449,900 ",2STORY,SFR,"2,039",4,3,2,N,N,2005,11/12/2025,75,449900.0,2039.0
1,2729636,89032,RES,S,1002 Christopher View AVE,"$449,000 ",1STORY,SFR,"2,024",4,3,2,N,N,2001,11/12/2025,3,449000.0,2024.0
1,2729520,89074,RES,S,158 Deanna WAY,"$449,000 ",1STORY,SFR,"1,784",4,2,2,N,N,1989,12/31/2025,58,449000.0,1784.0
1,2719385,89032,RES,S,324 Moonlight Glow AVE,"$449,000 ",1STORY,SFR,"2,212",4,2,3,N,N,2006,12/10/2025,16,449000.0,2212.0
1,2715267,89178,RES,S,9431 Bachelors Fortune ST,"$449,000 ",2STORY,SFR,"2,233",4,3,2,N,N,2005,12/1/2025,60,449000.0,2233.0
1,2684860,89129,RES,S,8733 Country Pines AVE,"$449,000 ",2STORY,SFR,"1,909",4,3,2,N,N,1997,10/30/2025,101,449000.0,1909.0
1,2727335,89002,RES,S,692 SKYLINE RD,"$448,000 ",1STORY,SFR,"1,656",4,2,3,N,N,1994,12/15/2025,36,448000.0,1656.0
1,2732916,89084,RES,S,1506 Brianna Falls DR #Lot 77,"$447,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,12/16/2025,5,447990.0,1795.0
1,2729936,89084,RES,S,1426 Brianna Falls DR #80,"$447,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,12/24/2025,15,447990.0,1795.0
1,2713273,89084,RES,S,1410 Brianna Falls DR #Lot 84,"$447,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,10/9/2025,4,447990.0,1795.0
1,2705365,89178,RES,S,10498 Blue Rock ST,"$447,500 ",3STORY,SFR,"2,247",4,3,2,N,N,2017,10/17/2025,45,447500.0,2247.0
1,2732943,89121,RES,S,3752 Hobiecat CIR,"$447,000 ",2STORY,SFR,"2,308",4,4,2,Y,Y,1985,12/31/2025,7,447000.0,2308.0
1,2720285,89014,RES,S,356 Promontory DR,"$447,000 ",1STORY,SFR,"1,730",4,2,2,N,N,1992,11/10/2025,20,447000.0,1730.0
1,2726796,89081,RES,S,2646 DAHLIA FALLS AVE #125,"$446,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,12/12/2025,28,446990.0,1865.0
1,2723391,89081,RES,S,6063 ORCHID FALLS ST #12,"$445,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,11/7/2025,13,445990.0,1865.0
1,2719728,89081,RES,S,6105 Orchid Falls ST #16,"$445,990 ",2STORY,SFR,"1,868",4,3,2,N,N,2025,10/30/2025,9,445990.0,1868.0
1,2721434,89084,RES,S,1425 Brianna Falls DR #Lot 68,"$445,240 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,11/14/2025,9,445240.0,1795.0
1,2725249,89084,RES,S,1505 Brianna Falls DR #Lot 70,"$445,040 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,11/21/2025,14,445040.0,1795.0
1,2731790,89002,RES,S,710 Greenway RD,"$445,000 ",1STORY,SFR,"1,883",4,2,2,N,Y,1978,12/10/2025,20,445000.0,1883.0
1,2726761,89103,RES,S,6357 Spring Meadow DR,"$445,000 ",1STORY,SFR,"1,609",4,2,2,Y,Y,1977,11/26/2025,3,445000.0,1609.0
1,2725359,89139,RES,S,8345 Hunter Brook ST,"$445,000 ",2STORY,SFR,"1,787",4,3,2,N,N,2003,12/11/2025,37,445000.0,1787.0
1,2723867,89084,RES,S,6647 Montezuma Castle LN,"$445,000 ",1STORY,SFR,"1,797",4,2,2,N,Y,2001,11/10/2025,19,445000.0,1797.0
1,2721117,89142,RES,S,2664 Painted Mist CT,"$445,000 ",2STORY,SFR,"2,265",4,3,2,N,N,2019,12/2/2025,26,445000.0,2265.0
1,2718118,89128,RES,S,1716 Klamath Falls WAY,"$445,000 ",2STORY,SFR,"2,194",4,3,2,N,N,1993,12/9/2025,62,445000.0,2194.0
1,2716595,89139,RES,S,4689 Sequoia Park AVE,"$445,000 ",2STORY,SFR,"2,057",4,3,3,N,N,2003,1/2/2026,14,445000.0,2057.0
1,2712956,89141,RES,S,9972 Cape May ST,"$445,000 ",2STORY,SFR,"1,901",4,3,2,N,N,2009,10/14/2025,6,445000.0,1901.0
1,2705609,89178,RES,S,8348 Mokena AVE,"$445,000 ",2STORY,SFR,"2,248",4,3,2,N,N,2007,10/17/2025,53,445000.0,2248.0
1,2701016,89031,RES,S,3405 Red Fire AVE,"$445,000 ",1STORY,SFR,"2,086",4,2,2,N,N,2005,10/27/2025,78,445000.0,2086.0
1,2698959,89149,RES,S,5600 Bolton Bay WAY,"$445,000 ",2STORY,SFR,"2,024",4,3,2,N,Y,1995,10/16/2025,75,445000.0,2024.0
1,2690935,89131,RES,S,7137 Eyebright ST,"$445,000 ",2STORY,SFR,"2,064",4,3,2,Y,N,2001,11/10/2025,128,445000.0,2064.0
1,2685492,89147,RES,S,8109 Retriever AVE,"$445,000 ",2STORY,SFR,"2,660",4,3,2,N,N,2004,11/14/2025,148,445000.0,2660.0
1,2719277,89131,RES,S,7732 Silver Mallard AVE,"$444,900 ",1STORY,SFR,"2,022",4,3,2,N,N,1996,12/19/2025,67,444900.0,2022.0
1,2708774,89032,RES,S,4204 Golden Sol ST,"$444,900 ",2STORY,SFR,"1,958",4,3,2,N,N,2024,12/10/2025,91,444900.0,1958.0
1,2717005,89081,RES,S,6125 ORCHID FALLS ST #21,"$443,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/22/2025,6,443990.0,1865.0
1,2711510,89081,RES,S,6133 Orchid Falls ST #23,"$442,990 ",2STORY,SFR,"1,865",4,3,2,N,N,2025,10/17/2025,11,442990.0,1865.0
1,2696591,89148,RES,S,5414 Enchanted Rose ST,"$442,000 ",2STORY,SFR,"1,650",4,3,2,N,N,2021,11/21/2025,125,442000.0,1650.0
1,2726823,89084,RES,S,1418 Brianna Falls DR #Lot 82,"$441,990 ",2STORY,SFR,"1,795",4,3,2,N,N,2025,12/23/2025,30,441990.0,1795.0
1,2716798,89081,RES,S,6247 Fort Worth ST,"$441,000 ",2STORY,SFR,"1,960",4,3,2,Y,Y,2006,12/19/2025,51,441000.0,1960.0
1,2736183,89084,RES,S,7231 Quiet Spring ST,"$440,000 ",2STORY,SFR,"2,108",4,3,2,N,N,2019,12/31/2025,7,440000.0,2108.0
1,2731606,89148,RES,S,10103 Flagstaff Butte AVE,"$440,000 ",2STORY,SFR,"1,993",4,3,2,N,N,2002,12/18/2025,25,440000.0,1993.0
1,2731303,89121,RES,S,4291 Powell AVE,"$440,000 ",2STORY,SFR,"1,895",4,3,2,N,N,1975,12/19/2025,7,440000.0,1895.0
1,2730186,89183,RES,S,11609 Andorra ST,"$440,000 ",2STORY,SFR,"1,851",4,3,2,N,N,2006,12/10/2025,14,440000.0,1851.0
1,2718582,89128,RES,S,7100 Alamosa WAY,"$440,000 ",1STORY,SFR,"1,691",4,2,2,N,N,1979,10/13/2025,4,440000.0,1691.0
1,2715700,89104,RES,S,816 Bonita AVE,"$440,000 ",1STORY,SFR,"1,504",4,2,0,Y,N,1955,10/9/2025,12,440000.0,1504.0
1,2712497,89148,RES,S,8938 Bonneville Peak CT,"$440,000 ",2STORY,SFR,"1,775",4,3,2,N,N,2008,10/9/2025,16,440000.0,1775.0
1,2710566,89015,RES,S,538 Ancient Mayan DR,"$440,000 ",1STORY,SFR,"1,799",4,2,2,N,N,1995,10/15/2025,27,440000.0,1799.0
1,2708552,89108,RES,S,6400 Deadwood RD,"$440,000 ",2STORY,SFR,"1,726",4,3,2,N,N,1985,10/28/2025,49,440000.0,1726.0
1,2700220,89031,RES,S,625 Bright Lights AVE,"$440,000 ",1STORY,SFR,"1,825",4,2,2,N,N,2004,11/26/2025,65,440000.0,1825.0
1,2698412,89139,RES,S,6191 Mythic Atlantis AVE,"$440,000 ",2STORY,SFR,"2,001",4,3,2,N,N,2006,12/8/2025,106,440000.0,2001.0
1,2693427,89129,RES,S,8212 Cactus Root CT,"$440,000 ",2STORY,SFR,"1,608",4,3,2,Y,N,1995,12/16/2025,105,440000.0,1608.0
1,2688912,89134,RES,S,9036 Cotton Rose WAY,"$440,000 ",2STORY,SFR,"2,151",4,3,2,N,N,1995,10/10/2025,107,440000.0,2151.0
1,2703647,89139,RES,S,4895 Jubilee Diamond CT,"$439,900 ",2STORY,SFR,"1,668",4,3,2,N,N,2010,10/21/2025,31,439900.0,1668.0
1,2684745,89014,RES,S,1482 Flintrock RD,"$439,900 ",2STORY,SFR,"1,573",4,3,2,N,N,1991,10/17/2025,119,439900.0,1573.0
1,2735724,89146,RES,S,3165 Anacapa WAY,"$439,750 ",1STORY,SFR,"1,548",4,2,3,N,N,1978,12/12/2025,5,439750.0,1548.0
1,2726923,89084,RES,S,637 Painted Opus PL,"$439,000 ",2STORY,SFR,"2,224",4,3,2,N,N,2001,12/5/2025,2,439000.0,2224.0
1,2719195,89183,RES,S,68 Jewel Mine AVE,"$439,000 ",2STORY,SFR,"1,887",4,3,2,N,N,2006,11/7/2025,23,439000.0,1887.0
1,2700128,89061,RES,S,5210 East Chasemoor ST,"$439,000 ",1STORY,SFR,"2,238",4,2,4,N,N,2007,10/14/2025,78,439000.0,2238.0
1,2719394,89129,RES,S,3740 Cedartown ST,"$438,775 ",2STORY,SFR,"2,226",4,3,2,N,N,2007,11/14/2025,21,438775.0,2226.0
1,2723697,89120,RES,S,4335 Kinobe AVE,"$438,000 ",2STORY,SFR,"1,895",4,3,2,N,N,1979,11/10/2025,17,438000.0,1895.0
1,2720366,89032,RES,S,4013 Extenso DR,"$438,000 ",1STORY,SFR,"1,595",4,2,2,N,N,1994,11/25/2025,51,438000.0,1595.0
1,2719789,89107,RES,S,4301 Fortune AVE,"$437,000 ",1STORY,SFR,"1,902",4,2,0,Y,N,1963,12/4/2025,20,437000.0,1902.0
1,2711054,89081,RES,S,4622 Rockpine DR,"$437,000 ",2STORY,SFR,"1,834",4,3,3,N,N,1998,10/10/2025,13,437000.0,1834.0
1,2704636,89120,RES,S,3999 Meadow Grove AVE,"$437,000 ",1STORY,SFR,"1,817",4,2,2,Y,Y,1977,11/18/2025,77,437000.0,1817.0
1,2704214,89183,RES,S,10133 Rice Paper ST,"$437,000 ",2STORY,SFR,"1,575",4,3,2,N,N,2001,11/6/2025,67,437000.0,1575.0
1,2729561,89081,RES,S,2634 DAHLIA FALLS AVE #122,"$436,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,12/8/2025,15,436990.0,1802.0
1,2734820,89031,RES,S,5245 Tiger Cub CT,"$436,000 ",1STORY,SFR,"1,590",4,2,3,Y,Y,1999,12/19/2025,2,436000.0,1590.0
1,2713183,89084,RES,S,7358 Glowing Point ST,"$436,000 ",2STORY,SFR,"1,674",4,3,2,N,N,2021,12/12/2025,26,436000.0,1674.0
1,2727070,89081,RES,S,6064 ORCHID FALLS ST #119,"$435,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,11/26/2025,7,435990.0,1802.0
1,2720380,89015,RES,S,811 Wintersweet RD,"$435,500 ",2STORY,SFR,"2,470",4,3,2,Y,N,2003,10/14/2025,16,435500.0,2470.0
1,2734705,89139,RES,S,7819 Harp Tree ST,"$435,000 ",2STORY,SFR,"2,021",4,3,2,N,N,2004,12/31/2025,23,435000.0,2021.0
1,2722651,89081,RES,S,5829 Petrified Tree LN,"$435,000 ",2STORY,SFR,"2,560",4,3,2,N,N,2018,11/25/2025,6,435000.0,2560.0
1,2720192,89178,RES,S,9659 Toy Soldier ST,"$435,000 ",2STORY,SFR,"2,112",4,3,2,N,N,2006,12/3/2025,12,435000.0,2112.0
1,2718386,89149,RES,S,9035 Drummer Bay AVE,"$435,000 ",2STORY,SFR,"1,936",4,3,2,N,N,2017,11/25/2025,39,435000.0,1936.0
1,2713992,89110,RES,S,420 Greenbrook ST,"$435,000 ",2STORY,SFR,"1,612",4,3,2,N,N,1986,10/14/2025,14,435000.0,1612.0
1,2713907,89102,RES,S,2101 LAS FLORES ST,"$435,000 ",1STORY,SFR,"1,942",4,2,0,N,N,1963,11/20/2025,61,435000.0,1942.0
1,2709347,89084,RES,S,6714 Montezuma Castle LN,"$435,000 ",1STORY,SFR,"1,797",4,2,2,N,N,2001,12/4/2025,54,435000.0,1797.0
1,2708694,89142,RES,S,2659 Upland Dawn CT,"$435,000 ",2STORY,SFR,"1,846",4,3,2,N,N,2019,10/22/2025,52,435000.0,1846.0
1,2706705,89131,RES,S,4908 Apache Valley AVE,"$435,000 ",1STORY,SFR,"1,673",4,2,2,N,N,2003,10/10/2025,11,435000.0,1673.0
1,2698266,89122,RES,S,6228 Wood Stork AVE,"$435,000 ",2STORY,SFR,"2,467",4,3,2,N,N,2005,12/31/2025,154,435000.0,2467.0
1,2692553,89131,RES,S,7825 White Grass AVE,"$435,000 ",1STORY,SFR,"2,022",4,3,2,N,N,1997,11/5/2025,107,435000.0,2022.0
1,2732510,89081,RES,S,2641 Dahlia Falls AVE #129,"$434,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,12/22/2025,10,434990.0,1802.0
1,2731547,89129,RES,S,4109 Glenfield CIR,"$434,900 ",2STORY,SFR,"2,186",4,3,2,Y,N,1989,12/30/2025,47,434900.0,2186.0
1,2705532,89015,RES,S,1072 Gurneys Eagle AVE,"$434,900 ",2STORY,SFR,"1,567",4,3,2,N,N,2001,10/15/2025,54,434900.0,1567.0
1,2726770,89074,RES,S,52 Kukui CT,"$434,525 ",2STORY,SFR,"1,949",4,3,2,N,N,1997,10/14/2025,0,434525.0,1949.0
1,2723301,89032,RES,S,3107 Atwater DR,"$434,000 ",1STORY,SFR,"2,294",4,3,2,N,N,1993,12/17/2025,46,434000.0,2294.0
1,2718946,89166,RES,S,7353 Arlington Garden ST,"$434,000 ",2STORY,SFR,"1,797",4,3,2,N,N,2009,11/4/2025,24,434000.0,1797.0
1,2725495,89081,RES,S,2650 DAHLIA FALLS AVE #126,"$433,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,11/13/2025,6,433990.0,1802.0
1,2721309,89081,RES,S,6067 ORCHID FALLS ST #13,"$433,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,10/27/2025,7,433990.0,1802.0
1,2716653,89139,RES,S,7592 Mermaid Song CT,"$433,000 ",2STORY,SFR,"2,001",4,3,2,N,N,2004,11/18/2025,50,433000.0,2001.0
1,2708220,89108,RES,S,3616 Roseglen CT,"$433,000 ",1STORY,SFR,"1,878",4,2,2,N,N,1981,10/23/2025,13,433000.0,1878.0
1,2714666,89032,RES,S,4215 Wind Mesa DR,"$432,500 ",2STORY,SFR,"1,936",4,3,2,N,N,2023,12/23/2025,94,432500.0,1936.0
1,2716793,89011,RES,S,413 Grand Toccata ST,"$432,000 ",2STORY,SFR,"1,474",4,3,1,N,N,2025,10/27/2025,17,432000.0,1474.0
1,2723379,89081,RES,S,6059 ORCHID FALLS ST #11,"$430,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,11/13/2025,6,430990.0,1802.0
1,2690800,89131,RES,S,5004 Wayfaring Tree AVE,"$430,500 ",1STORY,SFR,"2,366",4,3,3,N,N,2003,10/21/2025,114,430500.0,2366.0
1,2733573,89084,RES,S,7933 Rachelis ST,"$430,000 ",2STORY,SFR,"1,690",4,3,2,N,N,2021,12/15/2025,11,430000.0,1690.0
1,2733071,89128,RES,S,1724 Navajo Lake WAY,"$430,000 ",2STORY,SFR,"1,641",4,3,2,N,N,1993,1/5/2026,20,430000.0,1641.0
1,2729008,89086,RES,S,1504 Andrew David AVE,"$430,000 ",1STORY,SFR,"2,361",4,3,2,N,N,2006,12/17/2025,11,430000.0,2361.0
1,2725928,89031,RES,S,5634 Water Garden ST,"$430,000 ",2STORY,SFR,"1,925",4,3,2,N,N,2020,11/14/2025,11,430000.0,1925.0
1,2724919,89012,RES,S,1078 Las Palmas Entrada AVE,"$430,000 ",1STORY,SFR,"1,664",4,2,2,N,N,2001,12/17/2025,31,430000.0,1664.0
1,2721089,89131,RES,S,7348 Zion Falls ST,"$430,000 ",1STORY,SFR,"1,828",4,2,2,N,N,2004,12/5/2025,41,430000.0,1828.0
1,2719969,89081,RES,S,2117 Leatherbridge CT,"$430,000 ",2STORY,SFR,"2,354",4,3,2,N,N,2012,10/24/2025,3,430000.0,2354.0
1,2715301,89120,RES,S,5423 Saltaire ST,"$430,000 ",2STORY,SFR,"1,895",4,2,2,N,N,1978,11/4/2025,46,430000.0,1895.0
1,2714092,89143,RES,S,7948 Quick Pine ST,"$430,000 ",2STORY,SFR,"2,204",4,3,2,N,N,1998,11/13/2025,26,430000.0,2204.0
1,2712248,89103,RES,S,4000 Camas CT,"$430,000 ",2STORY,SFR,"2,150",4,3,2,Y,N,1981,11/13/2025,45,430000.0,2150.0
1,2705977,89147,RES,S,4645 Altina ST,"$430,000 ",2STORY,SFR,"1,886",4,3,2,N,N,2001,11/12/2025,79,430000.0,1886.0
1,2704265,89108,RES,S,6380 Mint Frost WAY,"$430,000 ",2STORY,SFR,"2,037",4,3,3,Y,Y,1990,11/4/2025,25,430000.0,2037.0
1,2698487,89032,RES,S,1981 Komodo Dragon CT,"$430,000 ",2STORY,SFR,"2,425",4,3,2,N,N,2024,12/5/2025,80,430000.0,2425.0
1,2696906,89121,RES,S,3499 Middlebury AVE,"$430,000 ",1STORY,SFR,"1,602",4,2,2,Y,N,1968,11/26/2025,115,430000.0,1602.0
1,2694659,89117,RES,S,8064 Kentshire DR,"$430,000 ",2STORY,SFR,"1,748",4,3,2,N,N,1995,10/10/2025,60,430000.0,1748.0
1,2691470,89121,RES,S,2880 Placita CT,"$430,000 ",1STORY,SFR,"2,020",4,2,0,N,N,1971,10/16/2025,94,430000.0,2020.0
1,2677668,89086,RES,S,2885 Timber Country RD,"$430,000 ",2STORY,SFR,"1,991",4,3,2,N,N,2022,11/12/2025,169,430000.0,1991.0
1,2671946,89139,RES,S,6735 Storybook Glen CT,"$430,000 ",2STORY,SFR,"2,021",4,3,2,N,N,2006,12/19/2025,214,430000.0,2021.0
1,2714581,89122,RES,S,6227 Blood Lily AVE,"$429,900 ",2STORY,SFR,"1,609",4,3,2,N,N,2024,11/5/2025,30,429900.0,1609.0
1,2726775,89074,RES,S,323 Cavalla ST,"$429,750 ",2STORY,SFR,"2,065",4,3,2,N,N,1994,10/14/2025,0,429750.0,2065.0
1,2715144,89081,RES,S,6109 ORCHID FALLS ST #17,"$428,990 ",2STORY,SFR,"1,802",4,3,2,N,N,2025,10/29/2025,3,428990.0,1802.0
1,2733277,89011,RES,S,403 Mary Baer WAY,"$427,253 ",2STORY,SFR,"1,474",4,3,1,N,N,2025,12/26/2025,18,427253.0,1474.0
1,2729127,89166,RES,S,10818 Hunters Green AVE,"$427,000 ",2STORY,SFR,"1,836",4,3,2,N,N,2013,12/1/2025,10,427000.0,1836.0
1,2732212,89166,RES,S,10556 Bandera Mountain LN,"$426,000 ",2STORY,SFR,"1,919",4,3,2,N,N,2010,12/12/2025,15,426000.0,1919.0
1,2721516,89015,RES,S,249 Kirk AVE,"$426,000 ",1STORY,SFR,"1,403",4,2,2,Y,N,1979,10/29/2025,0,426000.0,1403.0
1,2732564,89084,RES,S,4705 White Stork DR,"$425,000 ",2STORY,SFR,"2,022",4,3,2,N,N,2005,12/12/2025,9,425000.0,2022.0
1,2732176,89147,RES,S,7130 Wedgewood WAY,"$425,000 ",1STORY,SFR,"1,509",4,2,2,Y,Y,1980,1/7/2026,33,425000.0,1509.0
1,2732091,89128,RES,S,7201 Alamosa WAY,"$425,000 ",1STORY,SFR,"1,746",4,3,2,N,Y,1979,1/2/2026,36,425000.0,1746.0
1,2730666,89139,RES,S,7638 Hope Valley ST,"$425,000 ",2STORY,SFR,"1,692",4,3,2,N,N,2003,12/18/2025,28,425000.0,1692.0
1,2730218,89074,RES,S,139 West Carriage WAY,"$425,000 ",2STORY,SFR,"1,918",4,3,2,Y,N,1986,11/14/2025,7,425000.0,1918.0
1,2730191,89081,RES,S,1109 Barron Creek AVE,"$425,000 ",1STORY,SFR,"2,212",4,2,3,N,N,2012,11/26/2025,4,425000.0,2212.0
1,2729606,89169,RES,S,1914 Capistrano AVE,"$425,000 ",1STORY,SFR,"2,253",4,2,0,N,N,1963,11/21/2025,1,425000.0,2253.0
1,2729309,89031,RES,S,525 Bright Lights AVE,"$425,000 ",1STORY,SFR,"1,825",4,2,2,N,N,2004,1/6/2026,42,425000.0,1825.0
1,2727296,89183,RES,S,1436 Maryland Heights AVE,"$425,000 ",2STORY,SFR,"2,037",4,3,2,N,N,2003,1/7/2026,58,425000.0,2037.0
1,2726462,89121,RES,S,3056 Phoenix ST,"$425,000 ",2STORY,SFR,"2,445",4,3,2,N,N,1968,12/31/2025,39,425000.0,2445.0
1,2726152,89107,RES,S,800 Langtry DR,"$425,000 ",1STORY,SFR,"1,747",4,2,2,N,N,1969,12/5/2025,31,425000.0,1747.0
1,2723173,89103,RES,S,6756 Endora DR,"$425,000 ",2STORY,SFR,"2,205",4,3,2,Y,Y,1977,11/3/2025,18,425000.0,2205.0
1,2721808,89121,RES,S,3948 Oakhill AVE,"$425,000 ",1STORY,SFR,"1,722",4,2,2,N,N,1972,11/12/2025,16,425000.0,1722.0
1,2720752,89014,RES,S,3117 Valleywood RD,"$425,000 ",1STORY,SFR,"1,580",4,2,2,N,N,1981,11/17/2025,16,425000.0,1580.0
1,2718301,89107,RES,S,812 Hogan DR,"$425,000 ",1STORY,SFR,"1,800",4,3,1,N,N,1963,10/15/2025,12,425000.0,1800.0
1,2718156,89131,RES,S,5324 Fireside Ranch AVE,"$425,000 ",2STORY,SFR,"2,318",4,3,2,N,N,2006,10/27/2025,3,425000.0,2318.0
1,2711105,89031,RES,S,5930 Abyss CT,"$425,000 ",2STORY,SFR,"1,935",4,4,2,N,N,2001,10/10/2025,7,425000.0,1935.0
1,2709002,89129,RES,S,8520 Last Point AVE,"$425,000 ",2STORY,SFR,"1,725",4,3,2,N,N,1999,10/29/2025,51,425000.0,1725.0
1,2705560,89002,RES,S,845 Mainsail CT,"$425,000 ",2STORY,SFR,"1,855",4,3,2,N,N,1988,12/11/2025,106,425000.0,1855.0
1,2701469,89120,RES,S,5254 Sunnywood DR,"$425,000 ",2STORY,SFR,"2,220",4,3,2,N,N,1976,10/10/2025,66,425000.0,2220.0
1,2694202,89048,RES,S,3821 Tumbleweed AVE,"$425,000 ",2STORY,SFR,"2,852",4,3,2,N,N,1999,10/10/2025,79,425000.0,2852.0
1,2690536,89032,RES,S,4028 Spring Line ST,"$425,000 ",2STORY,SFR,"1,866",4,3,2,N,N,2005,11/26/2025,131,425000.0,1866.0
1,2692734,89147,RES,S,8509 West Rochelle AVE,"$424,900 ",2STORY,SFR,"1,732",4,3,2,N,N,2000,10/14/2025,90,424900.0,1732.0
1,2721004,89179,RES,S,10657 Cave Ridge ST,"$424,742 ",2STORY,SFR,"1,820",4,3,2,N,N,2010,10/24/2025,8,424742.0,1820.0
1,2720935,89011,RES,S,408 Grand Toccata ST,"$424,000 ",2STORY,SFR,"1,474",4,3,1,N,N,2025,12/31/2025,77,424000.0,1474.0
1,2699284,89031,RES,S,2102 Stone Well RD,"$424,000 ",2STORY,SFR,"1,925",4,3,2,N,N,2020,11/20/2025,98,424000.0,1925.0
1,2698883,89081,RES,S,3912 Makushin Bay AVE,"$424,000 ",1STORY,SFR,"1,828",4,2,2,N,N,2018,11/7/2025,93,424000.0,1828.0
1,2730684,89030,RES,S,624 Desert Senna AVE,"$423,000 ",1STORY,SFR,"2,017",4,2,2,N,N,2018,12/5/2025,9,423000.0,2017.0
